POST_TEXT,IMAGE,SOCIAL_COUNT,SOCIAL_COMMENTS
"“Fine.”

“K”

“Ok…”

“Okay”

“Alright”

“Okay.”

To me, each response has a different meaning.

For years, the only acceptable response to me was ‘Okay.’

If I got any response other than ‘Okay’, I would freak out!

Why did he add a fullstop?

Why did she say ‘okay fine’?

She said ‘ok…’. Is she not okay with the idea?

I don’t freak out anymore.

After getting hundreds of different responses each week, I am unbothered by the style of response.

Tone doesn’t matter anymore.

In this simple way, prospects and clients have made me emotionally robust.

Little things make a big difference, don’t they?

#ShreyaWrites

P.S. Okay is my prayer — David Yoon

#content #contentwriter #writer
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,106,11 comments
"Are paying clients entitled to free work?

If yes, when and why?

If no, why not?

#ShreyaWrites

#content #contentwriter #writer
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,59,17 comments
"How to make money without spending money...

Don’t meet people.

Yes.
Don’t travel.
Don’t meet people.

The best part of freelancing is that it’s remote.

The best part of living in 2019 is that everything can be remote.

You don’t need to spend time or money to close deals.

Skip the formal dress up. Skip the traffic. Skip the wait.

Do this:

1. Get a basic brief from the prospect on email/text

2. Speak to the prospect over a 30-minute call
- Discuss their requirement
- Answer queries
- Ask doubts

3. Think whether you both are a good fit for each other

4. Send a proposal to the prospect

5. Answer any queries on a follow-up call of 15-30 mins

6. Send a contract, get it approved and signed

7. Set up longer calls if needed to discuss the details of the work.

Here’s what you spend: 1.5 hours.
- 1 hour on 2 calls
- 30 minutes making/ sending the proposal

If you use an app (WhatsApp, Zoom, Skype) for a call, the call itself is practically free.

Drop the travel.

Save your time and money while you earn (save) more.

#ShreyaWrites

P.S. People who enjoy meetings should not be in charge of anything — Thomas Sowell

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,256,15 comments
"Start with a mess!

The feedback I received on my first essay of the semester was:
‘Each new paragraph starts abruptly.’

To improve on this aspect of my essay writing, I met my Trinity professor.

She said, “Make it messy.”

- Start with a draft that is all over the place.

- Throw in quotes, references and ideas randomly.

- Think, think out aloud, and type it out.

- And when you have done it all, make an outline and fit in the essentials.

If you start with a mess,

- you will be more critical of your own work

- you will be willing to move things around until they are in the right place.

But:
If you start with an essay-like flow that looks ‘beautiful’, you won’t want to move things around... because there are no things left to move around!

And this has nothing to do with language or writing skills.

It’s all about craftsmanship.

It’s all about how the writing is perceived.

Perception rules.

#ShreyaWrites

P.S. ‘Every block of stone has a statue inside it and it is the task of the sculptor to discover it.’ — Michelangelo

#content #contentwriter #writer
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,211,18 comments
"""Shreya, we love your work. Please go through this company profile and edit it. It's just a matter of 10 mins...""

I had just submitted my first blog to a client, when I got this response.

He had paid the advance promptly.

I checked the document of the company profile.

It was 2 pages long in font size 9.

I reviewed the work and quoted my fee.

He responded with many appreciative words, praising my approach and work, only to conclude that he was 'not sold.'

Seems pretty normal right?

Watch out for:

1. Too much praise too soon
- It was just 1 blog!

2. Unwarranted praise
- Flattery, only to ignore/dismiss everything you say/do.

3. Undervaluing work
- ""just a matter of 10 mins"", ""a simple edit"", ""it's not hard"", ""whip something up""... constantly belittling your work.

But, he had made the payment on time... that's all that matters, right?

Wrong!

Soon, he questioned all the work I did.

He brought up issues on things that he had already signed and agreed upon.

Eventually, he broke the contract halfway.

Lesson? Timely payment does not entitle a client to freebies.

Don’t get manipulated by appreciation.

Fake appreciation cannot replace payment.

#ShreyaWrites

P.S. You are rich only when you are willing to walk away from the money!

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,370,29 comments
"Growing up, I watched a lot of superhero movies.

Batman, Superman, Spiderman… these were my favourites. My dad and I would watch these on TV every weekend.

The concept of a hero was ‘simple’:
— Has a superpower
— Is very strong
— Fights bad guys
— Has a weakness
— Overcomes his weakness
— Saves the heroine
— Saves the world.

That’s all it takes.

As I grew up, this concept changed.

I realised that such a hero is not realistic. And not real.

Instead, a real ‘hero’ is one who:

— Has a superpower: empathy & compassion
— Is very strong: enough to help you out
— Fights bad guys: fights the problems you are facing
— Has a weakness: faces his own struggles
— Overcomes his weakness: fights his battles & asks for help
— Saves the heroine: helps whoever he can
— Saves the world: makes the world a better place.

This is so much simpler than the concept we see on TV.

And the best part? THIS IS REAL.

Shoutout to my dad for showing me THIS IS REAL.

Like him, I know some amazing men in my life.

Men who vouched for me in my hardest times.
Men who supported me.
Men who changed my life.

Such men are revolutionary.

If you have such men in your life, you are incredibly lucky.
They will always stand by you.

Happy International Men’s Day!

#ShreyaWrites

#content #contentwriter #writer
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,218,12 comments
"I attended a talk by Gurudev Sri Sri Ravi Shankar today in college...

Earlier this evening, I sat in a packed theatre of over 300 people.

Rupert Pennant-Rea interviewed Gurudev Sri Sri Ravi Shankar in this 90-minute event.

Gurudev, as he is respectfully called, especially spoke about the human nature.

He explained how each person wants only to be loved and be understood.

He stressed that one who is angry or upset can easily be dealt with if we are willing to understand them.

To make this world a better place, all that us humans need to be is kind.

It’s that simple.

As always, I am very grateful to Trinity for all the wonderful opportunities.

Grateful today, and everyday.

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,87,6 comments
"J.K. Rowling [Author of Harry Potter]
— Film producer
— Television producer
— Screenwriter
— Philanthropist.

Steve Jobs [Founder of Apple]
— Entrepreneur
— Industrial designer
— Investor
— Media proprietor.

Andy Samberg [Actor, Brooklyn Nine-Nine]
— Comedian
— Writer
— Producer
— Musician.

Ellen DeGeneres [Host, 'The Ellen Show']
— Comedian
— Actress
— Writer
— Producer.

Neil Patrick Harris [Actor, ‘How I Met Your Mother’]
— Comedian
— Writer
— Producer
— Magician
— Singer.

Friedrich Nietzsche [German Philosopher]
— Cultural critic
— Composer
— Poet
— Philologist
— Latin and Greek scholar

The next time you think that you need to focus on only ONE thing in life, STOP... and think of these people.

Do what you want.
Do as many things as you want.

If you DO choose to do something, do it WELL.

#ShreyaWrites

P.S. Reality check: the 'jack' of all trades WINS.

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,564,75 comments
"I won every poem recitation competition for 4 years... for the same poem!

It all started when I was in the first grade.

I had my first ever poem recitation competition.

As usual, I made my own list of common poems and took it to my dad.

My dad got up, went to the huge 'library' in my room, took out a book of poems and flipped some pages.

He stopped at the page with the poem ""The Tyger"" by William Blake.

He read the poem out to me, stressing on the words that the 6-year-old me would have mispronounced: 'thine', 'sinews', 'dread'.

For a week, I sat with the poem, memorising it stanza by stanza.

On the day of the competition, I took my toy tiger to school and set it on the table next to me while reciting the poem.

I won first place in the whole of first grade.

By this time, I had fallen in love with 'The Tyger' and refused to give it up.

I recited it again and again and again for 3 more years, and won first place each time.

And that's what my childhood was based on: a fearfully symmetrical 'Tyger'.

Happy Children's Day!

#ShreyaWrites

What's one thing from your childhood that has stuck with you?

P.S. ""I fear not the man who has practiced 10,000 kicks once, but I fear the man who has practiced one kick 10,000 times"" - Bruce Lee

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,175,11 comments
"Today I met a guy who backpacked to the frontline fight against ISIS. WHAT?

I met William Meara just a few minutes ago.

He was at Trinity for a ‘TES Talk’.

He has led one of the most fascinating lives anyone could ever live.

I mean, imagine doing this:

— Leaving Engineering just because it’s ‘boring’

— Picking up a backpack and leaving your own world behind for months together

— Travelling across the world, exploring Iraq, Pakistan, Bangladesh, North Korea

— Taking a caravan trip all the way from Bangalore to Ladakh

— Making it to the frontline fight against ISIS

— Finding your calling and starting an Events company that blows up to make millions each year.

Breathtaking right?

Surprise: William has done it all.

He started off his talk about his backpacking adventures.

The more he spoke, the more I was amazed.

How can anyone possibly explore the world this way? Is this real?

Hands down, this was one of the best TES Talks I’ve ever been to.

Those 60 minutes of the talk were an absolute thrill in themselves.

Hope to see you again, William!

(Let’s also get a picture together next time)

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,155,18 comments
"It has been over a year since I moved to a whole different continent for college, and I still clearly remember the daunting experience of deciding to study abroad:

- Researching universities
- Shortlisting universities
- Applying to universities
- Finalising one university
- Applying for the visa
- Finding accommodation... and more.

Those four-five months I spent in figuring all of this out were life-changing for me.

If you are someone who is planning to go abroad for either an undergraduate or postgraduate course, I am sure you have a lot of questions.

And I am sure you will have new questions popping up every minute. Don’t worry, that’s normal!

To help you get some direction, I have compiled a ‘guide’ to all your study abroad queries. The best part? These are based on my personal experiences!

P.S. I have included a ‘#WhatIDid’ section for most questions where I share… well… what I did!

#ShreyaWrites

P.S. Comment any additional questions below!

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,454,35 comments
"Positivity is overrated.
Beginning is underrated.

Motivation is overrated.
Repetition is underrated.

Inspiration is overrated.
Consistency is underrated.

A few weeks ago, I started going to the gym.

I planned to work out 3 days a week.

￼Walking down to the gym felt like a huge task.

Yet I forced myself to go.

My college schedule kept changing, so I went whenever I could.

The idea wasn’t to create a routine of going to the gym at a certain time.

The idea was to just keep showing up, until this became a habit. A discipline.

By the end of the third week, going to the gym wasn’t an ‘extra’ task.

I knew that once I was back from college, I had to eat, rest, change, and go work out. Simple.

The fact is: you cannot rely on positivity, motivation and inspiration.

If you really want to do something, you can’t wait for the ‘perfect moment’ to start.

You can’t wait for a ‘push’.

You can’t wait for ‘good feelings’.

You have to just get up and do it.

If I go to the gym only when I am motivated, I will rarely go!

Action > Motivation/ positivity/ inspiration/ etc.

Don’t wait to ‘feel good.’

Focus on building a discipline.
Focus on having a ritual.

#ShreyaWrites

P.S. Take action before your mind starts giving you distracting alternatives

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,277,26 comments
"When I discussed Bombay's monsoon with Ireland’s Prime Minister!

I attended the Future Jobs event in college today.

The PM Leo Varadkar addressed the audience.

Soon after, a group of students were invited for a group picture with the PM.

He greeted each student.

He turned to me; I said, “Hi, I’m Shreya.”

He smiled, and was turning towards the camera... when I said, “I am from Bombay.”

He instantly turned towards me and said “Oh I was in Bombay for Christmas!”

He then asked me where in Bombay I was from (turns out his uncle lives pretty close to me.)

We chatted and then smiled for a group picture.

I asked for a personal picture and he happily agreed!

I thought the conversation would end there.

It didn’t!

He stayed and spoke to me.

He asked me how I liked Ireland and what I was studying. We even compared the Irish and Bombay rains!

I also told him about my student-led venture to hack homelessness.

Honestly, the entire conversation was so effortless: like talking to a friend!

Thank you for your kindness, Leo Varadkar!

Thanks Dr. Sonam Prakashini Banka for inviting me!

Of course, thanks to Trinity for changing my life everyday.

#ShreyaWrites

P.S. In Ireland, the PM is called the Taoiseach (tee-shak)

P.S.2. I forgot to tell the PM that I’m a #writer!

#content
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,"1,674",58 comments
"“How can we think clearly while writing?”

Last month, I had a webinar for students of the University of Nigeria.

Questions asked by the students:

“While writing my mind buzzes with grammatical mistakes...”

— Thoughts are faster than writing. Always, always, always focus on writing first. Get it all out.

“How can we think clearly?”

— Thinking clearly comes with practice. Once you get used to writing and editing repeatedly, you will figure out what to keep and what to discard. Preparing an outline helps.

“Video or text?”

— Context matters. Each platform has its own advantage. On Instagram and Facebook, videos work more. On LinkedIn, I find both to be at par. Remember: consistency wins.

“Should I intern?”

— Yes! Internships help you learn what you don’t know and explore your interests. Internships are trials. Experiment!

Special thanks to Emmanuel Ikonne for having me at this webinar!

I look forward to more webinars for students across the world!

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,81,15 comments
"I had such a long day.

3 lectures
2 prospect calls
1 long orientation in college
2 hours of editing
30 minutes of Nietzsche (That's enough Nietzsche for a day).

All day, I was just waiting to go back home, eat a nice dinner, and sleep.

Then, at 6pm, I got a text from a client.

She wanted a short radio ad script.

Hmm. Ad scripts are fun to write. Lots of storytelling!

I asked her about the deadline.

""Tomorrow morning""

I thought about it. A little. Very little.

I was too eager to write a radio ad script.

I almost instantly said, ""I'll do it.""

I came back home at 9, cooked my dinner, freshened up, and turned my laptop on.

I could barely stay awake, but I really wanted to write this ad.

So I stared at the screen for a few minutes, blank.

I thought, ""Maybe I am too tired for this...""

And suddenly, something sprung in my mind.

A few lines here and a few lines there; my first copy option was ready.

Within the next 15 minutes, I had 2 more copy options ready!

All done.

I just sent the copy to the client.

I was so tired; I still am.

Yet, I wrote the ad and I wrote it well.

Strange things happen when you love what you do.
Ideas... they just come to you.
(That rhymes)

Now, it's a good night from me!

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,290,36 comments
"I don't use these two words anymore.

Word 1: 'Try'

Why I stopped using this word: My dad told me to.

""I‘ll try to do well in my exams""
""I‘ll try to wake up early”
""I‘ll try to go to the gym 3 times a week""

By saying 'try', you are preparing for failure.

You are conditioning yourself to be comfortable with failure.

Either you give your everything, or you don't.

Either you put in all your effort, or you don't.

As Yoda says, ""Do. Or do not. There is no try.""

Word 2: 'At least'

Why I stopped using this word: Life made me do it.

""At least I slept on time even if I didn't wake up early""
""At least I went to the gym once a week""
""At least I tried...""

Saying 'at least' is a consolation. A pacification.

‘At least’ makes you lower your standard instead of raising the bar.

It's one thing to look at the bright side and work harder next time.

It's another to justify not doing something by explaining the minimum you did.

So yes, I do not use these two words anymore.

I mean, at least I try not to!
;)

#ShreyaWrites

P.s. I only pick tasks where I give my 100%. Understanding the task becomes identifying the process. The more you are aware of the process, the more you control the end results.

Not to be pessimistic or optimistic but to be poetic ;)

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,383,68 comments
"This is what my ‘Clock’ app looks like.

I have over 10 timezones saved on my app.

No, it’s not to just ‘keep up’ with the world’s timezones.

It’s to keep up with my clients’ timezones!

Every time I text my client, send an email, or schedule a call, I check their timezone first.

It helps ensure seamless conversation.

It also allows me to know when I can expect their response.

Indeed, having a list of timezones is beneficial.

But there’s more than that going on here.

I am absolutely thrilled to see this long list on my phone.

It reminds me that I am working with people from across the world.

It reminds me that I am associated with so many different cultures and traditions.

It reminds me that location and timezones don’t matter as long as you’re committed to making it work.

Most importantly, it reminds me that my content is GLOBAL.

And right when I feel like I have ‘made it’, I remember... this is just the beginning!

#ShreyaWrites

#content #contentwriter #writer
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,385,45 comments
"Two weeks ago, Sourabh Kaushik texted me.

He said he was compiling stories of individuals who have built an amazing engagement on LinkedIn.

He then said he wanted me to share my story.

When did I start LinkedIn?
How did I build the engagement that I have today?
How long did it take me to get here?

I was really interested in this. I agreed and looked forward to explaining everything.

Then came the catch... the story needs to be under 150 words!

Hmm.

How do I share my life-changing LinkedIn journey in just 150 words?

Then I thought, if this story were a 30-second pitch, what main things would I talk about?

Finally, I wrote it down and sent it to Sourabh. The article was published the next day.

Honestly, if you want to know me and my story, this article would be the FASTEST way to know it!

And of course, this article would be the FASTEST way to get LinkedIn tips from some amazing content creators!

Tap the link in the comment and kickstart your LinkedIn journey!

#ShreyaWrites

#content #contentwriter #writer
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,138,25 comments
"A prospect approaches me on LinkedIn.

We discuss his requirement.

We fix up a call for 3pm on a Tuesday.

I add the call details to my calendar.

It is Tuesday, 2:30pm.

I text the prospect with a reminder about the call.

It's 3pm.

I call the prospect.

No answer.

I try again in 5 minutes.

No answer.

I drop a text and it ends there.

3 hours later, I get a text, ""I forgot about the call. I am free now, can we talk?""

Hmm... no, we can't.

---

To me, punctuality is very important.

Respecting each other's time is critical.

It hints me about what kind of a client a prospect would be.

It plays a key role in deciding whether to work with them.

Of course, I understand sudden issues causing delayed response.

But ‘forgetting’ a call is not one of them.

If you schedule a call with someone, honour it.

Respect and value your time, and theirs.

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,439,79 comments
"“Please give it a read...”

NO!

SO MANY people write this.

Don’t be one of them.

Don’t complicate things.

Write simply.

Write like you would talk.

Cut out the unnecessary words.

Be crisp and clear.

Write:
“Please read this...”

That’s it.

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,201,23 comments
"Last year, a client gave me a Diwali ""bonus""...

Last November, I began working on a content writing project for a client.

This was just 1 week before Diwali.

The total amount for the project was INR 10,000.

For this project, my payment terms were simple: 50% advance and rest 50% after completion of work.

I sent the invoice to the client, and since I had worked with him well before, I started the work instantly.

I kept sending him the work updates every other day.

On the 5th day, the client said that he had sent the payment.

Since it was to my Indian account, I asked my dad to check for any credits for INR 5,000.

The next day, my dad messaged me saying I had received a credit... but it was for INR 10,000.

I instantly emailed the client to clarify about the payment.

He wrote back to me, ""We appreciate your work and your promptness, so we considered full payment. Also, happy Diwali!""

This was totally unexpected.

Receiving a Diwali 'bonus' as a freelancer? I'd never thought that would happen!

It made my Diwali truly happy!

#ShreyaWrites

Psst... happy Diwali everyone!

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,687,36 comments
"In his recent post, Diptesh Das asked how email copy works...

Here's something to get you started:-

There are 4 important elements to email copy:

1. The subject line
2. The first line of the email
3. The structure of the body
4. The 'P.S.' after the signature (this is done by all excellent copywriters).

These are the features of a good email copy:

1. Be to the point. Very, very essential.
2. Use simple words and short sentences.
3. Use bullet points, headings, subheadings; make it easy to skim through.
4. Build a story around your product/service offering. Explain your pain points that the reader will resonate with, then give your solution.
5. Make it conversational.
6. Present your solution as an experience, not a 'features of this product' list.

That's all there is!

The rest? It's trial and error.

Once you send the emails out, you'll know what to do better.

Emails of different purposes are written differently. You'll pick that up with time.

Don't think about perfecting the email copy, just get started!

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,131,30 comments
"Why do you follow me?

#ShreyaWrites",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,69,73 comments
"When I write, nothing else exists.

I sit at the desk and turn my laptop on.

I open the document and start typing.

At first, I have no thoughts. I don't know what I am doing.

In a few minutes, I understand what I am supposed to do.

I begin to focus on my work.

20 minutes in, I am completely immersed into my work.

Suddenly, writing feels so effortless. So natural.

I write without thinking too much. It all just flows out.

At this point, I feel in control.

I know I am taking this piece of writing in the direction I want to take it.

Now, I am lost in my writing.

I cannot hear any sound around me. I cannot hear anyone call my name.

Now, I have no sense of time.

How long have I been writing? I don't know. Maybe 13 mins, maybe 7 hours.

Now, I am done. My work is complete.

It's dark outside. I have skipped lunch yet again.

This is so rewarding. Time for a well-deserved dinner.
...
As per Mihaly Csikszentmihalyi, this is my 'flow.'

Flow is the state of timelessness, undivided attention, mental peace, and accomplishment, where everything ceases to exist.

When are YOU in the flow?

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,222,36 comments
"“I got into universities in Ireland and UK, which do you suggest is better?”

Many students hit my inbox with this question.

Of course, college decisions are based on many factors; one of the most important being location.

It is easy to decide between two entirely different countries, say, the US and UK.

But when UK and Ireland are so close by (and similar in some ways), there are deeper questions involved.

Here’s why I chose Ireland over UK:

1. Dual degree
— Trinity is the only college that offers a dual degree for the same annual fee as for one subject (I'm pursuing English & Philosophy.)

2. 4-year bachelors'
— Ireland has a 4-year BA like the US; UK has a 3-year BA like India. Certain colleges require a 4-year bachelors' to apply for a Masters programme; so I chose Ireland.

3. Brexit
— Simply put, the Republic of Ireland is independent of the UK. This has led big companies to open up offices in Ireland, creating more job opportunities.

4. Visa
— The Irish visa offered me the option to work in Ireland after completing my degree, unlike the UK visa.

BUT... UK now offers a 2 year work visa after graduation. That changes a lot of decisions!

What do you think is the most important part of making college decisions?

#ShreyaWrites

#content #writer #contentwriter #students
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,127,24 comments
"Writers, graphic designers, freelancers: I need your HELP!

It will take just one minute, I promise!

Please comment answers to the following questions:

1. What tools/apps/platforms do you work on?

2. What tools/apps/platforms do you use for communicating with clients?

3. What are the problems you face while communicating with clients?

Explain as much (or as little) as you want!

For example, my answers would be:
1. Docs and excel sheets on Google Drive
2. Gmail, WhatsApp, Slack
3. Too many things to check: docs, chats, emails, etc

Looking forward to your answers!

#ShreyaWrites

#content #contentwriter #writer #freelancer #graphicsdesigner
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,47,16 comments
"Live update: the stream is not working properly (it's a beta version for a reason... hmm...)

I'll try something else, and hope to be on again soon.

Thanks for waiting :)
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,16,3 comments
"I'll be LIVE in 23 minutes!

3pm Irish time // 7:30pm Indian time

See you soon!

#ShreyaWrites
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,28,2 comments
"I won a tongue-twister competition in school because my dad said, ""Say it slowly"".

I was 6 years old at the time.

Our school announced a competition to 'recite' a tongue-twister.

I went home and waited all day for my dad to come back from office.

As soon as he entered the door, I told him about the competition.

I had a list of tongue-twisters written in a double-lined notebook.
I read them out to him in a super-fast tongue-twisting speed.

After I was done, my dad took my notebook and wrote a tongue-twister in it. I took a deep breath and was ready to read it fast, when my dad stopped me.

My dad said, ""Read it slow.""

I found that absurd. It's a tongue-twister... it's meant to be said fast!

He repeated, ""Read it slow. Be clear when you talk.""

I listened to him and memorised the tongue-twister.

In class, all the other students who spoke before me went fast. I started to wonder whether it would be okay if I didn't do that.

When it was my turn, I did what I was prepared for: I spoke at a normal pace; slow and clear.

And... I won first place!

I am still not sure what 'worked'.

What I do know is:
Speaking clearly worked.
Standing out worked.
Listening to my dad worked.

#ShreyaWrites

P.s. I'll be LIVE today at 3pm Irish time/ 7:30pm Indian time

#content
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,257,28 comments
"I'll be LIVE on LinkedIn tomorrow (Sunday, 13th October)

And yes, this time I'll make sure my room does not look like a kitchen or a hospital bed [referring to the comments on my last two Live videos.]

When will I be Live?
--> 3:00pm Irish time
--> 7:30pm Indian time

Where can you watch the Live?
--> Click on my profile
--> Check my 'activity' tab
--> You'll find the Live video running there.

What will I be talking about?
--> Anything you have questions about!

Will you be joining the LIVE?
[Say yes!]

#ShreyaWrites

#content #contentwriter #writer
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,102,13 comments
